COD_UF;COD_MUN;COD_ESPECIE;LATITUDE;LONGITUDE;NV_GEO_COORD
35;3526902;1;-22.564833;-47.403376;1
35;3526902;1;-22.564833;-47.403376;1
35;3526902;1;-22.564833;-47.403376;1
35;3526902;1;-22.564833;-47.403376;1
35;3526902;1;-22.564833;-47.403376;1
35;3526902;1;-22.564833;-47.403376;1
35;3526902;1;-22.564833;-47.403376;1
35;3526902;1;-22.564833;-47.403376;1
35;3526902;1;-22.564833;-47.403376;1
35;3526902;1;-22.564833;-47.403376;1
35;3526902;1;-22.564833;-47.403376;1
35;3526902;1;-22.564833;-47.403376;1
35;3526902;1;-22.564833;-47.403376;1
35;3526902;1;-22.564833;-47.403376;1
35;3526902;1;-22.564833;-47.403376;1
35;3526902;1;-22.564833;-47.403376;1
35;3526902;1;-22.564833;-47.403376;1
35;3526902;1;-22.564833;-47.403376;1
35;3526902;1;-22.564833;-47.403376;1
35;3526902;1;-22.564833;-47.403376;1
35;3526902;1;-22.564833;-47.403376;1
35;3526902;1;-22.564833;-47.403376;1
35;3526902;1;-22.564833;-47.403376;1
35;3526902;1;-22.564833;-47.403376;1
35;3526902;1;-22.564833;-47.403376;1
35;3526902;1;-22.564833;-47.403376;1
35;3526902;1;-22.564833;-47.403376;1
35;3526902;1;-22.564833;-47.403376;1
35;3526902;1;-22.564833;-47.403376;1
35;3526902;1;-22.564833;-47.403376;1
35;3526902;1;-22.564833;-47.403376;1
35;3526902;1;-22.564833;-47.403376;1
35;3526902;1;-22.564833;-47.403376;1
35;3526902;1;-22.564833;-47.403376;1
35;3526902;1;-22.564833;-47.403376;1
35;3526902;1;-22.564833;-47.403376;1
35;3526902;1;-22.564833;-47.403376;1
35;3526902;1;-22.564833;-47.403376;1
35;3526902;1;-22.564833;-47.403376;1
35;3526902;1;-22.564833;-47.403376;1
35;3526902;1;-22.564833;-47.403376;1
35;3526902;1;-22.564833;-47.403376;1
35;3526902;1;-22.564833;-47.403376;1
35;3526902;1;-22.564833;-47.403376;1
35;3526902;1;-22.564833;-47.403376;1
35;3526902;1;-22.564833;-47.403376;1
35;3526902;1;-22.564833;-47.403376;1
35;3526902;1;-22.564833;-47.403376;1
35;3526902;1;-22.564833;-47.403376;1
35;3526902;1;-22.564833;-47.403376;1
35;3526902;1;-22.564833;-47.403376;1
35;3526902;1;-22.564833;-47.403376;1
35;3526902;6;-22.564691;-47.403350;1
35;3526902;1;-22.564871;-47.403977;1
35;3526902;1;-22.564871;-47.403977;1
35;3526902;1;-22.564871;-47.403977;1
35;3526902;1;-22.564871;-47.403977;1
